ram_row,ram_tag,lvis_row,lvis_name,matched_surface,rule,ram_rule,via_synonym,threshold,applied,note
1639,fire alarm,439,fire_alarm,fire alarm,exact,exact,0,0.3100,1,
1641,fire truck,440,fire_engine,fire truck,exact,exact,1,0.3600,1,
1643,fire hose,442,fire_hose,fire hose,exact,exact,0,0.3500,1,
1648,fireplace,443,fireplace,fireplace,exact,exact,0,0.3400,1,
1651,first-aid kit,445,first-aid_kit,first-aid kit,exact,exact,0,0.3500,1,
1652,fish,446,fish,fish,exact,exact,0,0.3300,0,ambiguous_sense_dropped
1652,fish,447,fish_(food),fish,exact,exact,0,0.3400,0,ambiguous_sense_dropped
1656,fishbowl,448,fishbowl,fishbowl,exact,exact,0,0.3400,1,
1661,fishing pole,449,fishing_rod,fishing pole,exact,exact,1,0.3300,1,
1668,flag,450,flag,flag,exact,exact,0,0.3200,1,
1672,flamingo,452,flamingo,flamingo,exact,exact,0,0.3500,1,
1673,flannel,453,flannel,flannel,exact,exact,0,0.3200,1,
1674,flap,454,flap,flap,exact,exact,0,0.3500,1,
1676,flash,455,flash,flash,exact,exact,0,0.3400,1,
1687,flip-flop,458,flip-flop_(sandal),flip-flop,exact,exact,0,0.3300,1,
1697,floral arrangement,460,flower_arrangement,floral arrangement,exact,exact,1,0.3100,1,
1699,floss,359,dental_floss,floss,exact,exact,1,0.3500,1,
1715,horse,568,horse,horse,exact,exact,0,0.3500,1,
1721,folding chair,463,folding_chair,folding chair,exact,exact,0,0.3000,1,
1732,food processor,464,food_processor,food processor,exact,exact,0,0.3600,1,
1738,football,465,football_(American),football,exact,exact,0,0.3600,1,
1744,football helmet,466,football_helmet,football helmet,exact,exact,0,0.3300,1,
1750,footrest,467,footstool,footrest,exact,exact,1,0.3400,1,
1762,fork,468,fork,fork,exact,exact,0,0.3500,1,
1763,forklift,469,forklift,forklift,exact,exact,0,0.3400,1,
1783,French toast,471,French_toast,French toast,exact,exact,0,0.3500,1,
1784,freshener,472,freshener,freshener,exact,exact,0,0.3500,1,
1790,frisbee,473,frisbee,frisbee,exact,exact,0,0.3800,1,
1791,frog,474,frog,frog,exact,exact,0,0.3300,1,
1805,frying pan,476,frying_pan,frying pan,exact,exact,0,0.3600,1,
1806,fudge,477,fudge,fudge,exact,exact,0,0.3700,1,
1808,fume hood,564,fume_hood,fume hood,exact,exact,0,0.2900,1,
1812,funnel,478,funnel,funnel,exact,exact,0,0.3500,1,
1816,futon,479,futon,futon,exact,exact,0,0.3600,1,
1818,muzzle,480,gag,muzzle,exact,exact,1,0.3400,1,
1824,ham,527,ham,ham,exact,exact,0,0.3600,1,
1829,garbage,481,garbage,garbage,exact,exact,0,0.3500,1,
1832,garden hose,483,garden_hose,garden hose,exact,exact,0,0.3200,1,
1837,gargoyle,485,gargoyle,gargoyle,exact,exact,0,0.3100,1,
1838,wreath,1194,wreath,wreath,exact,exact,0,0.3200,1,
1839,garlic,486,garlic,garlic,exact,exact,0,0.3600,1,
1844,gasmask,487,gasmask,gasmask,exact,exact,0,0.3500,1,
1854,generator,491,generator,generator,exact,exact,0,0.3400,1,
1863,gift wrap,493,gift_wrap,gift wrap,exact,exact,0,0.3400,1,
1866,ginger,494,ginger,ginger,exact,exact,0,0.3400,1,
1870,giraffe,495,giraffe,giraffe,exact,exact,0,0.3800,1,
1889,glasses,497,glass_(drink_container),glass,exact,plural,0,0.3300,0,ambiguous_sense_dropped
1889,glasses,994,spectacles,glasses,exact,exact,1,0.3300,0,ambiguous_sense_dropped
1893,glove,499,glove,glove,exact,exact,0,0.3300,1,
1900,goat,500,goat,goat,exact,exact,0,0.3600,1,
1903,goggles,501,goggles,goggles,exact,exact,0,0.3200,1,
1908,goldfish,502,goldfish,goldfish,exact,exact,0,0.3100,1,
1912,golf club,503,golf_club,golf club,exact,exact,0,0.3600,1,
1915,goose,506,goose,goose,exact,exact,0,0.3600,1,
1916,gorilla,507,gorilla,gorilla,exact,exact,0,0.3200,1,
1918,gourd,508,gourd,gourd,exact,exact,0,0.3500,1,
1932,grape,509,grape,grape,exact,exact,0,0.3400,1,
1939,grater,510,grater,grater,exact,exact,0,0.3300,1,
1942,gravestone,511,gravestone,gravestone,exact,exact,0,0.3300,1,
1944,gravy boat,512,gravy_boat,gravy boat,exact,exact,0,0.3500,1,
1955,griddle,515,griddle,griddle,exact,exact,0,0.3600,1,
1956,grill,516,grill,grill,exact,exact,0,0.3000,1,
1961,grits,517,grits,grits,exact,exact,0,0.3700,1,
1962,grocery bag,519,grocery_bag,grocery bag,exact,exact,0,0.3200,1,
1976,guitar,520,guitar,guitar,exact,exact,0,0.3300,1,
1979,gull,521,gull,gull,exact,exact,0,0.3400,1,
1980,gun,522,gun,gun,exact,exact,0,0.3300,1,
1992,hairbrush,523,hairbrush,hairbrush,exact,exact,0,0.3300,1,
1994,hairgrip,120,bobby_pin,hairgrip,exact,exact,1,0.3300,1,
1995,hairnet,524,hairnet,hairnet,exact,exact,0,0.3100,1,
1996,hairpin,525,hairpin,hairpin,exact,exact,0,0.2000,1,
2003,halter top,526,halter_top,halter top,exact,exact,0,0.3200,1,
2005,hamburger,528,hamburger,hamburger,exact,exact,0,0.3600,1,
2007,hammer,529,hammer,hammer,exact,exact,0,0.3500,1,
2008,hammock,530,hammock,hammock,exact,exact,0,0.3600,1,
2009,hamper,531,hamper,hamper,exact,exact,0,0.3400,1,
2010,hamster,532,hamster,hamster,exact,exact,0,0.3400,1,
2012,hand glass,534,hand_glass,hand glass,exact,exact,0,0.3400,1,
2013,hand towel,535,hand_towel,hand towel,exact,exact,0,0.3300,1,
2014,handbag,34,handbag,handbag,exact,exact,0,0.3400,1,
2016,handcuff,537,handcuff,handcuff,exact,exact,0,0.2000,1,
2017,handgun,811,pistol,handgun,exact,exact,1,0.3300,1,
2018,handkerchief,538,handkerchief,handkerchief,exact,exact,0,0.3300,1,
2019,handle,539,handle,handle,exact,exact,0,0.3300,1,
2020,handsaw,540,handsaw,handsaw,exact,exact,0,0.3600,1,
2032,hardback book,541,hardback_book,hardback book,exact,exact,0,0.2000,1,
2043,hassock,737,ottoman,hassock,exact,exact,1,0.3500,1,
2044,hat,543,hat,hat,exact,exact,0,0.3300,1,
2045,hatbox,544,hatbox,hatbox,exact,exact,0,0.3400,1,
2053,headlight,548,headlight,headlight,exact,exact,0,0.3200,1,
2054,headboard,547,headboard,headboard,exact,exact,0,0.3500,1,
2059,heart,552,heart,heart,exact,exact,0,0.3300,1,
2062,heater,553,heater,heater,exact,exact,0,0.3500,1,
2067,helicopter,554,helicopter,helicopter,exact,exact,0,0.3600,1,
2069,helmet,555,helmet,helmet,exact,exact,0,0.3400,1,
2077,heron,556,heron,heron,exact,exact,0,0.3200,1,
2094,hinge,558,hinge,hinge,exact,exact,0,0.3500,1,
2105,hockey stick,560,hockey_stick,hockey stick,exact,exact,0,0.3700,1,
2113,home base,562,home_plate_(baseball),home base,exact,exact,1,0.3700,1,
2119,hummus,576,hummus,hummus,exact,exact,0,0.3500,1,
2120,honey,563,honey,honey,exact,exact,0,0.3600,1,
2125,hook,565,hook,hook,exact,exact,0,0.3300,1,
2130,hornet,567,hornet,hornet,exact,exact,0,0.3300,1,
2133,horse blanket,899,saddle_blanket,horse blanket,exact,exact,1,0.3400,1,
2139,hose,569,hose,hose,exact,exact,0,0.3500,1,
2146,hot air balloon,570,hot-air_balloon,hot-air balloon,punct,exact,0,0.2900,1,
2148,hot sauce,572,hot_sauce,hot sauce,exact,exact,0,0.3400,1,
2153,hotplate,571,hotplate,hotplate,exact,exact,0,0.3500,1,
2154,hourglass,573,hourglass,hourglass,exact,exact,0,0.3400,1,
2163,person,792,person,person,exact,exact,0,0.3300,1,
2165,hummingbird,575,hummingbird,hummingbird,exact,exact,0,0.3400,1,
2176,hydrant,444,fireplug,hydrant,exact,exact,1,0.3700,1,
2177,seaplane,930,seaplane,seaplane,exact,exact,0,0.3400,1,
2179,ice bag,581,ice_pack,ice bag,exact,exact,1,0.3100,1,
2180,polar bear,577,polar_bear,polar bear,exact,exact,0,0.3800,1,
2182,icecream,578,icecream,icecream,exact,exact,0,0.3600,1,
2189,lollipop,653,lollipop,lollipop,exact,exact,0,0.3200,1,
2190,ice maker,580,ice_maker,ice maker,exact,exact,0,0.3400,1,
2201,identity card,210,identity_card,identity card,exact,exact,0,0.2700,1,
2222,inhalator,584,inhaler,inhalator,exact,exact,1,0.3500,1,
2226,inking pad,742,inkpad,inking pad,exact,exact,1,0.3400,1,
2231,instrument,710,musical_instrument,instrument,exact,exact,1,0.3500,1,
2242,ipod,585,iPod,iPod,exact,exact,0,0.3700,1,
2244,iron,586,iron_(for_clothing),iron,exact,exact,0,0.3500,1,
2245,ironing board,587,ironing_board,ironing board,exact,exact,0,0.3500,1,
2255,jacket,588,jacket,jacket,exact,exact,0,0.3200,1,
2260,jam,589,jam,jam,exact,exact,0,0.3400,1,
2268,jeans,591,jean,jean,exact,plural,0,0.3300,1,review_ram_variant
2269,jeep,592,jeep,jeep,exact,exact,0,0.3400,1,
2270,jelly,489,gelatin,jelly,exact,exact,1,0.3500,1,
2271,jelly bean,593,jelly_bean,jelly bean,exact,exact,0,0.2000,1,
2275,jewel,596,jewel,jewel,exact,exact,0,0.2000,1,
2276,jewellery,597,jewelry,jewellery,exact,exact,1,0.3100,1,
2281,jockey cap,58,baseball_cap,jockey cap,exact,exact,1,0.3400,1,
2285,joystick,598,joystick,joystick,exact,exact,0,0.3600,1,
2293,jumpsuit,599,jumpsuit,jumpsuit,exact,exact,0,0.3300,1,
2303,kayak,600,kayak,kayak,exact,exact,0,0.3600,1,
2305,key,604,key,key,exact,exact,0,0.3600,1,
2306,keycard,605,keycard,keycard,exact,exact,0,0.3000,1,
2309,kilt,606,kilt,kilt,exact,exact,0,0.3300,1,
2310,kimono,607,kimono,kimono,exact,exact,0,0.3500,1,
2323,kitchen sink,608,kitchen_sink,kitchen sink,exact,exact,0,0.3600,1,
2324,kitchen table,609,kitchen_table,kitchen table,exact,exact,0,0.3300,1,
2328,kite,610,kite,kite,exact,exact,0,0.3800,1,
2330,knee pad,613,knee_pad,knee pad,exact,exact,0,0.3600,1,
2332,knife,614,knife,knife,exact,exact,0,0.3200,1,
2335,knitting needle,615,knitting_needle,knitting needle,exact,exact,0,0.3300,1,
2336,knob,616,knob,knob,exact,exact,0,0.3400,1,
2337,knocker,617,knocker_(on_a_door),knocker,exact,exact,0,0.3400,1,
2339,koala,618,koala,koala,exact,exact,0,0.3300,1,
2343,lab coat,619,lab_coat,lab coat,exact,exact,0,0.3500,1,
2349,ladder,620,ladder,ladder,exact,exact,0,0.3200,1,
2350,ladle,621,ladle,ladle,exact,exact,0,0.3500,1,
2357,lamb,623,lamb_(animal),lamb,exact,exact,0,0.3600,1,
2358,lamb chop,624,lamb-chop,lamb-chop,punct,exact,0,0.3800,1,
2361,spear,993,spear,spear,exact,exact,0,0.3500,1,
2370,lanyard,629,lanyard,lanyard,exact,exact,0,0.3500,1,
2371,lantern,628,lantern,lantern,exact,exact,0,0.3300,1,
2376,lasagne,631,lasagna,lasagne,exact,exact,1,0.3500,1,
2380,latch,632,latch,latch,exact,exact,0,0.3600,1,
2389,laundry basket,272,clothes_hamper,laundry basket,exact,exact,1,0.3200,1,
2405,leather,634,leather,leather,exact,exact,0,0.3500,1,
2415,legging,635,legging_(clothing),legging,exact,exact,0,0.3400,1,
2417,lego,636,Lego,Lego,exact,exact,0,0.3400,1,
2418,legume,637,legume,legume,exact,exact,0,0.3400,1,
2419,lemon,638,lemon,lemon,exact,exact,0,0.3500,1,
2421,lemonade,639,lemonade,lemonade,exact,exact,0,0.3400,1,
2428,tights,1088,tights_(clothing),tights,exact,exact,0,0.3500,1,
2432,mailbox,660,mailbox_(at_home),mailbox,exact,exact,0,0.3400,0,ambiguous_sense_dropped
2432,mailbox,832,postbox_(public),mailbox,exact,exact,1,0.3300,0,ambiguous_sense_dropped
2435,lettuce,640,lettuce,lettuce,exact,exact,0,0.3500,1,
2439,license plate,641,license_plate,license plate,exact,exact,0,0.3100,1,
2444,life belt,642,life_buoy,life belt,exact,exact,1,0.3300,1,
2445,life jacket,643,life_jacket,life jacket,exact,exact,0,0.3000,1,
2454,lightning rod,645,lightning_rod,lightning rod,exact,exact,0,0.2700,1,
2458,lime,646,lime,lime,exact,exact,0,0.3500,1,
2466,lion,648,lion,lion,exact,exact,0,0.3300,1,
2467,lip balm,649,lip_balm,lip balm,exact,exact,0,0.3400,1,
2477,lizard,651,lizard,lizard,exact,exact,0,0.3100,1,
2485,locker,181,locker,locker,exact,exact,0,0.3600,1,
2487,log,652,log,log,exact,exact,0,0.3500,1,
2499,loveseat,655,loveseat,loveseat,exact,exact,0,0.3600,1,
2500,luggage,35,suitcase,luggage,exact,exact,1,0.3600,1,
2515,machine gun,656,machine_gun,machine gun,exact,exact,0,0.2900,1,
2516,magazine,657,magazine,magazine,exact,exact,0,0.3400,1,
2519,magnet,658,magnet,magnet,exact,exact,0,0.3500,1,
2526,chain mail,230,chain_mail,chain mail,exact,exact,0,0.3400,1,
2527,mail slot,659,mail_slot,mail slot,exact,exact,0,0.3300,1,
2532,mallard,661,mallard,mallard,exact,exact,0,0.3400,1,
2534,mallet,662,mallet,mallet,exact,exact,0,0.3200,1,
2536,mammoth,663,mammoth,mammoth,exact,exact,0,0.2000,1,
2540,manatee,664,manatee,manatee,exact,exact,0,0.2500,1,
2542,mandarin orange,665,mandarin_orange,mandarin orange,exact,exact,0,0.3600,1,
2546,manger,666,manger,manger,exact,exact,0,0.3400,1,
2551,manhole,667,manhole,manhole,exact,exact,0,0.3400,1,
2562,map,668,map,map,exact,exact,0,0.3300,1,
2576,puppet,855,puppet,puppet,exact,exact,0,0.3300,1,
2585,martini,670,martini,martini,exact,exact,0,0.3600,1,
2588,mascot,671,mascot,mascot,exact,exact,0,0.3700,1,
2589,mashed potato,672,mashed_potato,mashed potato,exact,exact,0,0.3400,1,
2590,masher,673,masher,masher,exact,exact,0,0.2000,1,
2591,mask,674,mask,mask,exact,exact,0,0.3200,1,
2593,mast,675,mast,mast,exact,exact,0,0.3500,1,
2594,mat,676,mat_(gym_equipment),mat,exact,exact,0,0.3500,1,
2597,matchbox,677,matchbox,matchbox,exact,exact,0,0.3400,1,
2599,mattress,678,mattress,mattress,exact,exact,0,0.3500,1,
2603,measuring cup,679,measuring_cup,measuring cup,exact,exact,0,0.3200,1,
2604,measuring tape,1061,tape_measure,measuring tape,exact,exact,1,0.3400,1,
2606,meatball,681,meatball,meatball,exact,exact,0,0.3800,1,
2620,melon,683,melon,melon,exact,exact,0,0.3600,1,
2632,microphone,684,microphone,microphone,exact,exact,0,0.3400,1,
2633,microscope,685,microscope,microscope,exact,exact,0,0.3600,1,
2636,milestone,687,milestone,milestone,exact,exact,0,0.3200,1,
2638,milk,688,milk,milk,exact,exact,0,0.3600,1,
2639,milk can,689,milk_can,milk can,exact,exact,0,0.3100,1,
2641,milkshake,690,milkshake,milkshake,exact,exact,0,0.2500,1,
2651,minivan,691,minivan,minivan,exact,exact,0,0.3300,1,
2653,mint candy,692,mint_candy,mint candy,exact,exact,0,0.3400,1,
2654,mirror,693,mirror,mirror,exact,exact,0,0.3600,1,
2656,missile,845,projectile_(weapon),missile,exact,exact,1,0.3500,1,
2660,mixer,695,mixer_(kitchen_tool),mixer,exact,exact,0,0.3400,1,
2674,money,696,money,money,exact,exact,0,0.3400,1,
2677,monkey,698,monkey,monkey,exact,exact,0,0.3500,1,
2686,moose,422,elk,moose,exact,exact,1,0.3300,1,
2704,motor,699,motor,motor,exact,exact,0,0.3500,1,
2706,motorcycle,702,motorcycle,motorcycle,exact,exact,0,0.3500,1,
2711,mound,703,mound_(baseball),mound,exact,exact,0,0.3800,1,
2729,mouse,704,mouse_(computer_equipment),mouse,exact,exact,0,0.3700,1,
2730,mousepad,705,mousepad,mousepad,exact,exact,0,0.3700,1,
2733,mouthwash,484,gargle,mouthwash,exact,exact,1,0.3600,1,
2741,muffin,706,muffin,muffin,exact,exact,0,0.3500,1,
2742,mug,707,mug,mug,exact,exact,0,0.3300,1,
2751,mushroom,708,mushroom,mushroom,exact,exact,0,0.3200,1,
2754,music stool,709,music_stool,music stool,exact,exact,0,0.3100,1,
2764,nailfile,711,nailfile,nailfile,exact,exact,0,0.3500,1,
2766,napkin,712,napkin,napkin,exact,exact,0,0.3500,1,
2778,neckband,251,choker,neckband,exact,exact,1,0.3400,1,
2779,necklace,714,necklace,necklace,exact,exact,0,0.3000,1,
2783,needle,716,needle,needle,exact,exact,0,0.3500,1,
2789,nest,717,nest,nest,exact,exact,0,0.3700,1,
2796,newsstand,719,newsstand,newsstand,exact,exact,0,0.3600,1,
2805,noseband,722,noseband_(for_animals),noseband,exact,exact,0,0.2000,1,
2807,notebook,723,notebook,notebook,exact,exact,0,0.3500,1,
2808,notepad,724,notepad,notepad,exact,exact,0,0.3600,1,
2816,nut,725,nut,nut,exact,exact,0,0.3400,1,
2817,nutcracker,726,nutcracker,nutcracker,exact,exact,0,0.3500,1,
2820,oar,727,oar,oar,exact,exact,0,0.2000,1,
2830,octopus,728,octopus_(food),octopus,exact,exact,0,0.3300,0,ambiguous_sense_dropped
2830,octopus,729,octopus_(animal),octopus,exact,exact,0,0.3000,0,ambiguous_sense_dropped
2842,oil lamp,730,oil_lamp,oil lamp,exact,exact,0,0.3100,1,
2848,olive oil,731,olive_oil,olive oil,exact,exact,0,0.3300,1,
2850,omelet,732,omelet,omelet,exact,exact,0,0.3900,1,
2851,onion,733,onion,onion,exact,exact,0,0.3500,1,
2864,orange,734,orange_(fruit),orange,exact,exact,0,0.3600,1,
2865,orange juice,735,orange_juice,orange juice,exact,exact,0,0.3400,1,
2877,ostrich,736,ostrich,ostrich,exact,exact,0,0.3400,1,
2883,electric outlet,1154,wall_socket,electric outlet,exact,exact,1,0.3300,1,
2886,oven,738,oven,oven,exact,exact,0,0.3600,1,
2887,overall,739,overalls_(clothing),overalls,plural,exact,0,0.3300,1,
2890,owl,740,owl,owl,exact,exact,0,0.3500,1,
2892,teething ring,292,pacifier,teething ring,exact,exact,1,0.3600,1,
2897,padlock,745,padlock,padlock,exact,exact,0,0.3100,1,
2905,palette,749,palette,palette,exact,exact,0,0.3200,1,
2909,pan,750,pan_(for_cooking),pan,exact,exact,0,0.3700,0,ambiguous_sense_dropped
2909,pan,751,pan_(metal_container),pan,exact,exact,0,0.3600,0,ambiguous_sense_dropped
2910,pancake,752,pancake,pancake,exact,exact,0,0.3800,1,
2911,panda,492,giant_panda,panda,exact,exact,1,0.3500,1,
2917,pants,1121,trousers,pants,exact,exact,1,0.3300,1,
2918,pantyhose,753,pantyhose,pantyhose,exact,exact,0,0.3500,1,
2919,papaya,754,papaya,papaya,exact,exact,0,0.3300,1,
2920,paper,718,newspaper,paper,exact,exact,1,0.3400,1,
2921,paper bag,897,plastic_bag,paper bag,exact,exact,1,0.3200,1,
2924,paper plate,755,paper_plate,paper plate,exact,exact,0,0.3300,1,
2925,paper towel,756,paper_towel,paper towel,exact,exact,0,0.3100,1,
2926,paperback book,757,paperback_book,paperback book,exact,exact,0,0.2900,1,
2927,paperweight,758,paperweight,paperweight,exact,exact,0,0.3600,1,
2928,parachute,759,parachute,parachute,exact,exact,0,0.3400,1,
2931,parrot,766,parrot,parrot,exact,exact,0,0.3700,1,
2933,paraquet,760,parakeet,paraquet,exact,exact,1,0.3600,1,
2934,parasail,761,parasail_(sports),parasail,exact,exact,0,0.3700,1,
2936,parchment,763,parchment,parchment,exact,exact,0,0.3400,1,
2942,parking meter,765,parking_meter,parking meter,exact,exact,0,0.3600,1,
2955,passenger ship,768,passenger_ship,passenger ship,exact,exact,0,0.2500,1,
2958,passport,769,passport,passport,exact,exact,0,0.3300,1,
2961,pastry,770,pastry,pastry,exact,exact,0,0.3600,1,
2971,pea,772,pea_(food),pea,exact,exact,0,0.3400,1,
2973,peach,773,peach,peach,exact,exact,0,0.3600,1,
2977,peanut butter,774,peanut_butter,peanut butter,exact,exact,0,0.3400,1,
2978,pear,775,pear,pear,exact,exact,0,0.3500,1,
2986,peeler,776,peeler_(tool_for_fruit_and_vegetables),peeler,exact,exact,0,0.3400,1,
2987,pegboard,778,pegboard,pegboard,exact,exact,0,0.3500,1,
2988,pegleg,777,wooden_leg,pegleg,exact,exact,1,0.2000,1,
2989,pelican,779,pelican,pelican,exact,exact,0,0.3400,1,
2990,pen,780,pen,pen,exact,exact,0,0.3600,1,
2992,pencil,781,pencil,pencil,exact,exact,0,0.3400,1,
2993,pencil case,782,pencil_box,pencil case,exact,exact,1,0.3100,1,
2994,pencil sharpener,783,pencil_sharpener,pencil sharpener,exact,exact,0,0.3500,1,
2997,pendulum,784,pendulum,pendulum,exact,exact,0,0.3500,1,
2998,penguin,785,penguin,penguin,exact,exact,0,0.3300,1,
3000,pennant,786,pennant,pennant,exact,exact,0,0.3000,1,
3001,penny,787,penny_(coin),penny,exact,exact,0,0.3300,1,
3002,piggy bank,802,piggy_bank,piggy bank,exact,exact,0,0.3000,1,
3004,pepper,788,pepper,pepper,exact,exact,0,0.3500,1,
3005,pepper grinder,789,pepper_mill,pepper grinder,exact,exact,1,0.3200,1,
3012,perfume,790,perfume,perfume,exact,exact,0,0.3200,1,
3015,persimmon,791,persimmon,persimmon,exact,exact,0,0.3300,1,
3019,pet,793,pet,pet,exact,exact,0,0.3700,1,
3024,church bench,794,pew_(church_bench),church bench,exact,exact,1,0.3700,1,
3028,phone,1071,telephone,phone,exact,exact,1,0.3500,1,
3029,phonebook,795,phonebook,phonebook,exact,exact,0,0.3000,1,
3030,record player,878,record_player,record player,exact,exact,0,0.3500,1,
3038,piano,797,piano,piano,exact,exact,0,0.3200,1,
3041,pickle,798,pickle,pickle,exact,exact,0,0.3600,1,
3048,pie,800,pie,pie,exact,exact,0,0.3600,1,
3049,pigeon,801,pigeon,pigeon,exact,exact,0,0.3600,1,
3052,pillow,803,pillow,pillow,exact,exact,0,0.3500,1,
3055,pin,804,pin_(non_jewelry),pin,exact,exact,0,0.3600,1,
3060,pineapple,805,pineapple,pineapple,exact,exact,0,0.3300,1,
3061,table tennis table,1048,table-tennis_table,table-tennis table,punct,exact,0,0.3500,1,
3066,pipe,810,pipe,pipe,exact,exact,0,0.3500,1,
3067,pipe bowl,139,pipe_bowl,pipe bowl,exact,exact,0,0.2000,1,
3069,pirate flag,105,pirate_flag,pirate flag,exact,exact,0,0.3100,1,
3073,pocket bread,812,pita_(bread),pocket bread,exact,exact,1,0.3700,1,
3077,pitcher,813,pitcher_(vessel_for_liquid),pitcher,exact,exact,0,0.3300,1,
3079,pitchfork,814,pitchfork,pitchfork,exact,exact,0,0.3400,1,
3080,pizza,815,pizza,pizza,exact,exact,0,0.3800,1,
3086,place mat,816,place_mat,place mat,exact,exact,0,0.2000,1,
3087,plaid,1064,tartan,plaid,exact,exact,1,0.3400,1,
3103,platter,818,platter,platter,exact,exact,0,0.3500,1,
3121,playpen,819,playpen,playpen,exact,exact,0,0.3600,1,
3124,plier,820,pliers,pliers,plural,exact,0,0.3600,1,
3126,plow,821,plow_(farm_equipment),plow,exact,exact,0,0.3800,1,
3132,plume,822,plume,plume,exact,exact,0,0.3500,1,
3135,pocket watch,823,pocket_watch,pocket watch,exact,exact,0,0.2900,1,
3136,pocketknife,824,pocketknife,pocketknife,exact,exact,0,0.3500,1,
3144,poker chip,246,poker_chip,poker chip,exact,exact,0,0.3200,1,
3146,pole,826,pole,pole,exact,exact,0,0.3500,1,
3149,police car,336,police_cruiser,police car,exact,exact,1,0.3400,1,
3157,polo neck,1130,turtleneck_(clothing),polo-neck,punct,exact,1,0.3200,1,
3158,polo shirt,827,polo_shirt,polo shirt,exact,exact,0,0.3100,1,
3161,poncho,828,poncho,poncho,exact,exact,0,0.3500,1,
3166,pop,831,pop_(soda),pop,exact,exact,0,0.3500,1,
3186,postcard,833,postcard,postcard,exact,exact,0,0.3100,1,
3187,poster,834,poster,poster,exact,exact,0,0.3300,1,
3189,pot,835,pot,pot,exact,exact,0,0.3500,1,
3190,potato,837,potato,potato,exact,exact,0,0.3500,1,
3191,potato chip,245,crisp_(potato_chip),potato chip,exact,exact,1,0.3600,1,
3193,potholder,838,potholder,potholder,exact,exact,0,0.3300,1,
3195,pouch,840,pouch,pouch,exact,exact,0,0.3200,1,
3215,pretzel,843,pretzel,pretzel,exact,exact,0,0.3300,1,
3220,printer,844,printer,printer,exact,exact,0,0.3500,1,
3230,projector,846,projector,projector,exact,exact,0,0.3300,1,
3233,propeller,847,propeller,propeller,exact,exact,0,0.3600,1,
3242,pudding,849,pudding,pudding,exact,exact,0,0.3000,1,
3245,puffin,851,puffin,puffin,exact,exact,0,0.2900,1,
3251,pumpkin,853,pumpkin,pumpkin,exact,exact,0,0.3200,1,
3270,quesadilla,857,quesadilla,quesadilla,exact,exact,0,0.3400,1,
3272,quiche,858,quiche,quiche,exact,exact,0,0.3300,1,
3273,quilt,859,quilt,quilt,exact,exact,0,0.3400,1,
3276,rabbit,860,rabbit,rabbit,exact,exact,0,0.3400,1,
3281,race car,861,race_car,race car,exact,exact,0,0.2900,1,
3282,racket,862,racket,racket,exact,exact,0,0.3600,1,
3283,radar,863,radar,radar,exact,exact,0,0.3100,1,
3284,radiator,864,radiator,radiator,exact,exact,0,0.3300,1,
3285,radio,865,radio_receiver,radio,exact,exact,1,0.3400,1,
3286,raft,867,raft,raft,exact,exact,0,0.3600,1,
3287,rag doll,868,rag_doll,rag doll,exact,exact,0,0.3000,1,
3289,railcar,207,railcar_(part_of_a_train),railcar,exact,exact,0,0.3500,1,
3298,raincoat,869,raincoat,raincoat,exact,exact,0,0.3500,1,
3303,ram,870,ram_(animal),ram,exact,exact,0,0.3700,1,
3308,raspberry,871,raspberry,raspberry,exact,exact,0,0.3600,1,
3309,rat,872,rat,rat,exact,exact,0,0.3700,1,
3318,reamer,874,reamer_(juicer),reamer,exact,exact,0,0.3700,1,
3320,rear light,1055,taillight,rear light,exact,exact,1,0.3500,1,
3322,rearview mirror,875,rearview_mirror,rearview mirror,exact,exact,0,0.3200,1,
3323,receipt,876,receipt,receipt,exact,exact,0,0.3100,1,
3327,record,796,phonograph_record,record,exact,exact,1,0.3500,1,
3344,reel,119,bobbin,reel,exact,exact,1,0.3300,1,
3348,reflector,879,reflector,reflector,exact,exact,0,0.3200,1,
3349,register,220,cash_register,register,exact,exact,1,0.3500,1,
3382,rhinoceros,881,rhinoceros,rhinoceros,exact,exact,0,0.3500,1,
3384,rib,882,rib_(food),rib,exact,exact,0,0.3600,1,
3392,rifle,883,rifle,rifle,exact,exact,0,0.3400,1,
3394,ring,884,ring,ring,exact,exact,0,0.3300,1,
3401,river boat,885,river_boat,river boat,exact,exact,0,0.2600,1,
3409,robe,887,robe,robe,exact,exact,0,0.3400,1,
3423,rocking chair,888,rocking_chair,rocking chair,exact,exact,0,0.3500,1,
3425,rodent,889,rodent,rodent,exact,exact,0,0.3400,1,
3431,coaster,275,coaster,coaster,exact,exact,0,0.3200,1,
3432,roller skate,890,roller_skate,roller skate,exact,exact,0,0.3400,1,
3434,rolling pin,892,rolling_pin,rolling pin,exact,exact,0,0.3200,1,
3442,root beer,893,root_beer,root beer,exact,exact,0,0.3500,1,
3450,router,894,router_(computer_equipment),router,exact,exact,0,0.3600,1,
3463,ruler,680,measuring_stick,ruler,exact,exact,1,0.3600,1,
3466,runner,896,runner_(carpet),runner,exact,exact,0,0.3400,1,
3473,saddle,898,saddle_(on_an_animal),saddle,exact,exact,0,0.3600,1,
3474,saddlebag,900,saddlebag,saddlebag,exact,exact,0,0.3500,1,
3479,sail,902,sail,sail,exact,exact,0,0.3500,1,
3485,salad,903,salad,salad,exact,exact,0,0.3600,1,
